page,name,rating,date,snippet,snippet_baku,tokens,stemmed_tokens,positive_count,negative_count,sentiment_label
23,m jainul arifin induksi pegadaian 2021,5.0,2 tahun lalu,tempat bersih nyaman mknan top bgt,tempat bersih nyaman mknan top sekali,"['tempat', 'bersih', 'nyaman', 'mknan', 'top', 'sekali']","['tempat', 'bersih', 'nyaman', 'mknan', 'top', 'sekali']",2,0,positif
23,pu queensha,5.0,5 tahun lalu,tempatx lumayan luas y bisa alternatif klo foodcourt penuh ada beberapa tempat duduk sofa makanannya enak,tempatx lumayan luas y bisa alternatif kalau foodcourt penuh ada beberapa tempat duduk sofa makanannya enak,"['tempatx', 'lumayan', 'luas', 'y', 'bisa', 'alternatif', 'kalau', 'foodcourt', 'penuh', 'ada', 'beberapa', 'tempat', 'duduk', 'sofa', 'makanannya', 'enak']","['tempatx', 'lumayan', 'luas', 'y', 'bisa', 'alternatif', 'kalau', 'foodcourt', 'penuh', 'ada', 'beberapa', 'tempat', 'duduk', 'sofa', 'makan', 'enak']",2,0,positif
23,sayyidah nuriyah,5.0,6 tahun lalu,coba order via gojek ternyata packagingnya rapi saus bbq cheese untuk potato wedgesnya dipisah disolasi ngga tumpah2 begitu saus cheese untuk fire wingsnya,coba order via gojek ternyata packagingnya rapi saus bbq cheese untuk potato wedgesnya dipisah disolasi tidak tumpah2 begitu saus cheese untuk fire wingsnya,"['coba', 'order', 'via', 'gojek', 'ternyata', 'packagingnya', 'rapi', 'saus', 'bbq', 'cheese', 'untuk', 'potato', 'wedgesnya', 'dipisah', 'disolasi', 'tidak', 'tumpah2', 'begitu', 'saus', 'cheese', 'untuk', 'fire', 'wingsnya']","['coba', 'order', 'via', 'gojek', 'nyata', 'packagingnya', 'rapi', 'saus', 'bbq', 'cheese', 'untuk', 'potato', 'wedgesnya', 'pisah', 'disolasi', 'tidak', 'tumpah2', 'begitu', 'saus', 'cheese', 'untuk', 'fire', 'wingsnya']",0,1,negatif
23,syahira amelia,5.0,6 tahun lalu,tempatnya bagus karna dipaling ujung foodcourt royal bisa lihat pemandangan luar dari kaca ayamnya enakk level 5 gilak pedesnya,tempatnya bagus karna dipaling ujung foodcourt royal bisa lihat pemandangan luar dari kaca ayamnya enakk level 5 gilak pedesnya,"['tempatnya', 'bagus', 'karna', 'dipaling', 'ujung', 'foodcourt', 'royal', 'bisa', 'lihat', 'pemandangan', 'luar', 'dari', 'kaca', 'ayamnya', 'enakk', 'level', '5', 'gilak', 'pedesnya']","['tempat', 'bagus', 'karna', 'paling', 'ujung', 'foodcourt', 'royal', 'bisa', 'lihat', 'pandang', 'luar', 'dari', 'kaca', 'ayam', 'enakk', 'level', '5', 'gilak', 'pedesnya']",1,0,positif
23,nurdin 231195,4.0,6 tahun lalu,tempatnya enak nyaman tapi mungkin lebih perhatikan untuk proses pembayarannya usahakan menyediakan mesen edc agar konsumen lebih nyaman perhatikan pelayanannya pula,tempatnya enak nyaman tapi mungkin lebih perhatikan untuk proses pembayarannya usahakan menyediakan mesen edc agar konsumen lebih nyaman perhatikan pelayanannya pula,"['tempatnya', 'enak', 'nyaman', 'tapi', 'mungkin', 'lebih', 'perhatikan', 'untuk', 'proses', 'pembayarannya', 'usahakan', 'menyediakan', 'mesen', 'edc', 'agar', 'konsumen', 'lebih', 'nyaman', 'perhatikan', 'pelayanannya', 'pula']","['tempat', 'enak', 'nyaman', 'tapi', 'mungkin', 'lebih', 'perhati', 'untuk', 'proses', 'bayar', 'usaha', 'sedia', 'mesen', 'edc', 'agar', 'konsumen', 'lebih', 'nyaman', 'perhati', 'layan', 'pula']",3,0,positif
24,the o2 kw,3.0,7 tahun lalu,makanannya biasa aja sih cuma ada pedas tempat duduknya romantis bisa makan sambil melihat keramaian jalan dr lantai atas,makanannya biasa aja sih cuman ada pedas tempat duduknya romantis bisa makan sambil melihat keramaian jalan dari lantai atas,"['makanannya', 'biasa', 'aja', 'sih', 'cuman', 'ada', 'pedas', 'tempat', 'duduknya', 'romantis', 'bisa', 'makan', 'sambil', 'melihat', 'keramaian', 'jalan', 'dari', 'lantai', 'atas']","['makan', 'biasa', 'aja', 'sih', 'cuman', 'ada', 'pedas', 'tempat', 'duduk', 'romantis', 'bisa', 'makan', 'sambil', 'lihat', 'ramai', 'jalan', 'dari', 'lantai', 'atas']",0,0,netral
24,kevin aditya,1.0,2 tahun lalu,resto kurang sigap klo ada orderan online masuk goreng ayam nunggunya 30 menit lebih gilaaaa,resto kurang sigap kalau ada orderan online masuk goreng ayam nunggunya 30 menit lebih gilaaaa,"['resto', 'kurang', 'sigap', 'kalau', 'ada', 'orderan', 'online', 'masuk', 'goreng', 'ayam', 'nunggunya', '30', 'menit', 'lebih', 'gilaaaa']","['resto', 'kurang', 'sigap', 'kalau', 'ada', 'order', 'online', 'masuk', 'goreng', 'ayam', 'nunggunya', '30', 'menit', 'lebih', 'gilaaaa']",0,1,negatif
24,umi jauhriyati,4.0,5 tahun lalu,cheesenya dabest tapi tiap outlet beda rasa blm ada standarisasi atau memang kebijakan tiap outlet beda2 untuk ukuran penggunaan bumbu,cheesenya dabest tapi tiap outlet beda rasa blm ada standarisasi atau memang kebijakan tiap outlet beda2 untuk ukuran penggunaan bumbu,"['cheesenya', 'dabest', 'tapi', 'tiap', 'outlet', 'beda', 'rasa', 'blm', 'ada', 'standarisasi', 'atau', 'memang', 'kebijakan', 'tiap', 'outlet', 'beda2', 'untuk', 'ukuran', 'penggunaan', 'bumbu']","['cheesenya', 'dabest', 'tapi', 'tiap', 'outlet', 'beda', 'rasa', 'blm', 'ada', 'standar', 'atau', 'memang', 'bijak', 'tiap', 'outlet', 'beda2', 'untuk', 'ukur', 'guna', 'bumbu']",0,0,netral
24,qoriah setia yuliana,1.0,6 tahun lalu,rasa makanannya sih oke but pelayanannya ekstra cepat bgt sampe minuman masih full udah dibersihin dibawa ke tempat sampah udah kedua kalinya parah,rasa makanannya sih oke but pelayanannya ekstra cepat sekali sampe minuman masih full udah dibersihin dibawa ke tempat sampah udah kedua kalinya parah,"['rasa', 'makanannya', 'sih', 'oke', 'but', 'pelayanannya', 'ekstra', 'cepat', 'sekali', 'sampe', 'minuman', 'masih', 'full', 'udah', 'dibersihin', 'dibawa', 'ke', 'tempat', 'sampah', 'udah', 'kedua', 'kalinya', 'parah']","['rasa', 'makan', 'sih', 'oke', 'but', 'layan', 'ekstra', 'cepat', 'sekali', 'sampe', 'minum', 'masih', 'full', 'udah', 'dibersihin', 'bawa', 'ke', 'tempat', 'sampah', 'udah', 'dua', 'kali', 'parah']",1,0,positif
24,iqbal,5.0,4 tahun lalu,seperti richeese pada umumnya tetapi ada kursi pemandangan bagus dapat membuat suasana lebih nyaman saat makan untuk urusan makan dapat dimakan daerah food court royal plaza,seperti richeese pada umumnya tetapi ada kursi pemandangan bagus dapat membuat suasana lebih nyaman saat makan untuk urusan makan dapat dimakan daerah food court royal plaza,"['seperti', 'richeese', 'pada', 'umumnya', 'tetapi', 'ada', 'kursi', 'pemandangan', 'bagus', 'dapat', 'membuat', 'suasana', 'lebih', 'nyaman', 'saat', 'makan', 'untuk', 'urusan', 'makan', 'dapat', 'dimakan', 'daerah', 'food', 'court', 'royal', 'plaza']","['seperti', 'richeese', 'pada', 'umum', 'tetapi', 'ada', 'kursi', 'pandang', 'bagus', 'dapat', 'buat', 'suasana', 'lebih', 'nyaman', 'saat', 'makan', 'untuk', 'urus', 'makan', 'dapat', 'makan', 'daerah', 'food', 'court', 'royal', 'plaza']",2,0,positif
24,febryan rizqy,4.0,7 tahun lalu,untuk tempat luar biasa menyenang kan bagi pecinta pedas tempat ini recomended bagt bagi gk tahan rasa ayam original pun sangat dsarankan,untuk tempat luar biasa menyenang kan bagi pecinta pedas tempat ini recomended bagt bagi gk tahan rasa ayam original pun sangat dsarankan,"['untuk', 'tempat', 'luar', 'biasa', 'menyenang', 'kan', 'bagi', 'pecinta', 'pedas', 'tempat', 'ini', 'recomended', 'bagt', 'bagi', 'gk', 'tahan', 'rasa', 'ayam', 'original', 'pun', 'sangat', 'dsarankan']","['untuk', 'tempat', 'luar', 'biasa', 'senang', 'kan', 'bagi', 'cinta', 'pedas', 'tempat', 'ini', 'recomended', 'bagt', 'bagi', 'gk', 'tahan', 'rasa', 'ayam', 'original', 'pun', 'sangat', 'dsarankan']",1,0,positif
24,binti kurnia dewi,5.0,5 tahun lalu,selalu enak sekalii aku biasanya level 3 udah kepedesan padahal doyan pedes tapi tetep aja kepedesan d,selalu enak sekalii aku biasanya level 3 udah kepedesan padahal doyan pedes tapi tetep aja kepedesan d,"['selalu', 'enak', 'sekalii', 'aku', 'biasanya', 'level', '3', 'udah', 'kepedesan', 'padahal', 'doyan', 'pedes', 'tapi', 'tetep', 'aja', 'kepedesan', 'd']","['selalu', 'enak', 'sekali', 'aku', 'biasa', 'level', '3', 'udah', 'kepedesan', 'padahal', 'doyan', 'pedes', 'tapi', 'tetep', 'aja', 'kepedesan', 'd']",1,0,positif
24,julianto yul,5.0,5 bulan lalu,mantap anak doyan skl,mantap anak doyan skl,"['mantap', 'anak', 'doyan', 'skl']","['mantap', 'anak', 'doyan', 'skl']",1,0,positif
24,irwanto tapan,5.0,6 bulan lalu,ayamnya enak pedas dagingnya banyak,ayamnya enak pedas dagingnya banyak,"['ayamnya', 'enak', 'pedas', 'dagingnya', 'banyak']","['ayam', 'enak', 'pedas', 'daging', 'banyak']",1,0,positif
24,amirudin akbar,5.0,6 tahun lalu,resto cepat saji mall royal plaza memilih tempat menurut saya sangat strategis karena memiliki rest view lumayan indah karena bersebelahan denga jendela mall langsung terlihat pemandangan luar mall dari atas,resto cepat saji mall royal plaza memilih tempat menurut saya sangat strategis karena memiliki rest view lumayan indah karena bersebelahan denga jendela mall langsung terlihat pemandangan luar mall dari atas,"['resto', 'cepat', 'saji', 'mall', 'royal', 'plaza', 'memilih', 'tempat', 'menurut', 'saya', 'sangat', 'strategis', 'karena', 'memiliki', 'rest', 'view', 'lumayan', 'indah', 'karena', 'bersebelahan', 'denga', 'jendela', 'mall', 'langsung', 'terlihat', 'pemandangan', 'luar', 'mall', 'dari', 'atas']","['resto', 'cepat', 'saji', 'mall', 'royal', 'plaza', 'pilih', 'tempat', 'turut', 'saya', 'sangat', 'strategis', 'karena', 'milik', 'rest', 'view', 'lumayan', 'indah', 'karena', 'bahan', 'denga', 'jendela', 'mall', 'langsung', 'lihat', 'pandang', 'luar', 'mall', 'dari', 'atas']",2,0,positif
25,ruzty nurvitasari,4.0,4 tahun lalu,sudah sering makan kesini cman jarang foto sama seperti kedai richeese factory lainnya cman karna ini letaknya strategis viewnya daerah wonokromo keliatan apalagi kalo depan royal deket rel kereta lagi macet keliatan banget,sudah sering makan kesini cman jarang foto sama seperti kedai richeese factory lainnya cman karna ini letaknya strategis viewnya daerah wonokromo keliatan apalagi kalo depan royal deket rel kereta lagi macet keliatan sekali,"['sudah', 'sering', 'makan', 'kesini', 'cman', 'jarang', 'foto', 'sama', 'seperti', 'kedai', 'richeese', 'factory', 'lainnya', 'cman', 'karna', 'ini', 'letaknya', 'strategis', 'viewnya', 'daerah', 'wonokromo', 'keliatan', 'apalagi', 'kalo', 'depan', 'royal', 'deket', 'rel', 'kereta', 'lagi', 'macet', 'keliatan', 'sekali']","['sudah', 'sering', 'makan', 'kesini', 'cman', 'jarang', 'foto', 'sama', 'seperti', 'kedai', 'richeese', 'factory', 'lain', 'cman', 'karna', 'ini', 'letak', 'strategis', 'viewnya', 'daerah', 'wonokromo', 'liat', 'apalagi', 'kalo', 'depan', 'royal', 'deket', 'rel', 'kereta', 'lagi', 'macet', 'liat', 'sekali']",1,1,netral
25,me,4.0,6 tahun lalu,tanpa review pasti richeese udah punya banyak penggemar yaa gapernah sepi pengunjung selalu punya variasi rasa baru bikin penasaran para pengunjung buat segera nyobain,tanpa review pasti richeese udah punya banyak penggemar yaa gapernah sepi pengunjung selalu punya variasi rasa baru bikin penasaran para pengunjung buat segera nyobain,"['tanpa', 'review', 'pasti', 'richeese', 'udah', 'punya', 'banyak', 'penggemar', 'yaa', 'gapernah', 'sepi', 'pengunjung', 'selalu', 'punya', 'variasi', 'rasa', 'baru', 'bikin', 'penasaran', 'para', 'pengunjung', 'buat', 'segera', 'nyobain']","['tanpa', 'review', 'pasti', 'richeese', 'udah', 'punya', 'banyak', 'gemar', 'yaa', 'gapernah', 'sepi', 'unjung', 'selalu', 'punya', 'variasi', 'rasa', 'baru', 'bikin', 'penasaran', 'para', 'unjung', 'buat', 'segera', 'nyobain']",0,0,netral
25,imam heru suhada,1.0,6 bulan lalu,ternyata sewa buzzer buat ngerate,ternyata sewa buzzer buat ngerate,"['ternyata', 'sewa', 'buzzer', 'buat', 'ngerate']","['nyata', 'sewa', 'buzzer', 'buat', 'ngerate']",0,0,netral
25,kiki ahn,4.0,6 tahun lalu,belum pernah dine in sih tp pernah dibelikan adek ternyata enak itu chicken wingnya apalagi saus kejunya kapan2 mau coba dine in deh,belum pernah dine in sih tapi pernah dibelikan adek ternyata enak itu chicken wingnya apalagi saus kejunya kapan2 mau coba dine in deh,"['belum', 'pernah', 'dine', 'in', 'sih', 'tapi', 'pernah', 'dibelikan', 'adek', 'ternyata', 'enak', 'itu', 'chicken', 'wingnya', 'apalagi', 'saus', 'kejunya', 'kapan2', 'mau', 'coba', 'dine', 'in', 'deh']","['belum', 'pernah', 'dine', 'in', 'sih', 'tapi', 'pernah', 'beli', 'adek', 'nyata', 'enak', 'itu', 'chicken', 'wing', 'apalagi', 'saus', 'keju', 'kapan2', 'mau', 'coba', 'dine', 'in', 'deh']",1,0,positif
25,nimas aji setia pratiwi,4.0,6 tahun lalu,tempat duduknya rebutan sama orang saran saya tolong jangan izinkan orang lain tidak memesan rechees ikut duduk meja disediakan rechees kasihan pelanggan beli rechees harus cari tempat rebutan sama orang,tempat duduknya rebutan sama orang saran saya tolong jangan izinkan orang lain tidak memesan rechees ikut duduk meja disediakan rechees kasihan pelanggan beli rechees harus cari tempat rebutan sama orang,"['tempat', 'duduknya', 'rebutan', 'sama', 'orang', 'saran', 'saya', 'tolong', 'jangan', 'izinkan', 'orang', 'lain', 'tidak', 'memesan', 'rechees', 'ikut', 'duduk', 'meja', 'disediakan', 'rechees', 'kasihan', 'pelanggan', 'beli', 'rechees', 'harus', 'cari', 'tempat', 'rebutan', 'sama', 'orang']","['tempat', 'duduk', 'rebut', 'sama', 'orang', 'saran', 'saya', 'tolong', 'jangan', 'izin', 'orang', 'lain', 'tidak', 'mes', 'rechees', 'ikut', 'duduk', 'meja', 'sedia', 'rechees', 'kasihan', 'langgan', 'beli', 'rechees', 'harus', 'cari', 'tempat', 'rebut', 'sama', 'orang']",0,1,negatif
25,zhie zhie,4.0,6 tahun lalu,pas pertama kesini ayamnya pedes kerasa n enak tp pas kedua rasanya asin kurang siph mngkin krna pas rame banget buka puasa,pas pertama kesini ayamnya pedes kerasa dan enak tapi pas kedua rasanya asin kurang siph mngkin krna pas rame sekali buka puasa,"['pas', 'pertama', 'kesini', 'ayamnya', 'pedes', 'kerasa', 'dan', 'enak', 'tapi', 'pas', 'kedua', 'rasanya', 'asin', 'kurang', 'siph', 'mngkin', 'krna', 'pas', 'rame', 'sekali', 'buka', 'puasa']","['pas', 'pertama', 'kesini', 'ayam', 'pedes', 'rasa', 'dan', 'enak', 'tapi', 'pas', 'dua', 'rasa', 'asin', 'kurang', 'siph', 'mngkin', 'krna', 'pas', 'rame', 'sekali', 'buka', 'puasa']",1,1,netral
25,andeande lumut,5.0,4 tahun lalu,tempatnya berdampingan foodcourt enak bila gak dapat tempat dalam dapat tempat all foodcourt view ke jalan raya tampak dr atas lumayan bagus,tempatnya berdampingan foodcourt enak bila tidak dapat tempat dalam dapat tempat all foodcourt view ke jalan raya tampak dari atas lumayan bagus,"['tempatnya', 'berdampingan', 'foodcourt', 'enak', 'bila', 'tidak', 'dapat', 'tempat', 'dalam', 'dapat', 'tempat', 'all', 'foodcourt', 'view', 'ke', 'jalan', 'raya', 'tampak', 'dari', 'atas', 'lumayan', 'bagus']","['tempat', 'damping', 'foodcourt', 'enak', 'bila', 'tidak', 'dapat', 'tempat', 'dalam', 'dapat', 'tempat', 'all', 'foodcourt', 'view', 'ke', 'jalan', 'raya', 'tampak', 'dari', 'atas', 'lumayan', 'bagus']",2,1,positif
25,oktavianus nugroho,5.0,5 tahun lalu,tempatnya nyaman pemandangan keluar gedung menjadi nilai tambah sayang saat weekend susah mendapatkan tempat duduk,tempatnya nyaman pemandangan keluar gedung menjadi nilai tambah sayang saat weekend susah mendapatkan tempat duduk,"['tempatnya', 'nyaman', 'pemandangan', 'keluar', 'gedung', 'menjadi', 'nilai', 'tambah', 'sayang', 'saat', 'weekend', 'susah', 'mendapatkan', 'tempat', 'duduk']","['tempat', 'nyaman', 'pandang', 'keluar', 'gedung', 'jadi', 'nilai', 'tambah', 'sayang', 'saat', 'weekend', 'susah', 'dapat', 'tempat', 'duduk']",1,1,netral
25,arnis rs,5.0,4 tahun lalu,hhmmm terenakkk terpedesss terendessss tempatnya bersih gak jorok gak berdebu nyaman terus makanannya penyajiannya rapi bersih cantik the bessttt,hhmmm terenakkk terpedesss terendessss tempatnya bersih tidak jorok tidak berdebu nyaman terus makanannya penyajiannya rapi bersih cantik the bessttt,"['hhmmm', 'terenakkk', 'terpedesss', 'terendessss', 'tempatnya', 'bersih', 'tidak', 'jorok', 'tidak', 'berdebu', 'nyaman', 'terus', 'makanannya', 'penyajiannya', 'rapi', 'bersih', 'cantik', 'the', 'bessttt']","['hhmmm', 'terenakkk', 'terpedesss', 'terendessss', 'tempat', 'bersih', 'tidak', 'jorok', 'tidak', 'debu', 'nyaman', 'terus', 'makan', 'saji', 'rapi', 'bersih', 'cantik', 'the', 'bessttt']",3,2,positif
25,tabita mardiantari,5.0,6 tahun lalu,tempatnya nyaman hanya kursi perbanyak lokasi bersih untuk menu makanannya enak banget terutama suka keju yummy,tempatnya nyaman hanya kursi perbanyak lokasi bersih untuk menu makanannya enak sekali terutama suka keju yummy,"['tempatnya', 'nyaman', 'hanya', 'kursi', 'perbanyak', 'lokasi', 'bersih', 'untuk', 'menu', 'makanannya', 'enak', 'sekali', 'terutama', 'suka', 'keju', 'yummy']","['tempat', 'nyaman', 'hanya', 'kursi', 'banyak', 'lokasi', 'bersih', 'untuk', 'menu', 'makan', 'enak', 'sekali', 'utama', 'suka', 'keju', 'yummy']",4,0,positif
26,najib muhammad ali,3.0,5 tahun lalu,good enak makanannya cuma penjualnya agak lemot padahal laki2 masak kalah sama temennya cewek cekatan,good enak makanannya cuman penjualnya agak lemot padahal laki2 masak kalah sama temennya cewek cekatan,"['good', 'enak', 'makanannya', 'cuman', 'penjualnya', 'agak', 'lemot', 'padahal', 'laki2', 'masak', 'kalah', 'sama', 'temennya', 'cewek', 'cekatan']","['good', 'enak', 'makan', 'cuman', 'jual', 'agak', 'lot', 'padahal', 'laki2', 'masak', 'kalah', 'sama', 'temennya', 'cewek', 'cekat']",1,0,positif
26,astulina tandra,5.0,3 tahun lalu,buat ingin menikmati makan penyesuaian budget n pemandangan hiru pikuknya surabaya yahhh disini tampat,buat ingin menikmati makan penyesuaian budget dan pemandangan hiru pikuknya surabaya yahhh disini tampat,"['buat', 'ingin', 'menikmati', 'makan', 'penyesuaian', 'budget', 'dan', 'pemandangan', 'hiru', 'pikuknya', 'surabaya', 'yahhh', 'disini', 'tampat']","['buat', 'ingin', 'nikmat', 'makan', 'sesuai', 'budget', 'dan', 'pandang', 'hiru', 'pikuknya', 'surabaya', 'yahhh', 'sini', 'tampat']",1,0,positif
26,lailatur rofidah,5.0,4 tahun lalu,tempat strategis banget ada drive thru mudah banget buat males turun tapi pengen makan richeese,tempat strategis sekali ada drive thru mudah sekali buat males turun tapi pengen makan richeese,"['tempat', 'strategis', 'sekali', 'ada', 'drive', 'thru', 'mudah', 'sekali', 'buat', 'males', 'turun', 'tapi', 'pengen', 'makan', 'richeese']","['tempat', 'strategis', 'sekali', 'ada', 'drive', 'thru', 'mudah', 'sekali', 'buat', 'males', 'turun', 'tapi', 'ken', 'makan', 'richeese']",1,1,netral
26,yongki ardya,5.0,3 bulan lalu,tempat bersih nyaman,tempat bersih nyaman,"['tempat', 'bersih', 'nyaman']","['tempat', 'bersih', 'nyaman']",2,0,positif
26,astryd moon,1.0,6 tahun lalu,wkt mkn royal dlm tepung ayam ada lalat mati pdhl dl sy suka skli coz pdas and keju but now no more,wkt mkn royal dlm tepung ayam ada lalat mati pdhl dl saya suka skli coz pdas and keju but now no more,"['wkt', 'mkn', 'royal', 'dlm', 'tepung', 'ayam', 'ada', 'lalat', 'mati', 'pdhl', 'dl', 'saya', 'suka', 'skli', 'coz', 'pdas', 'and', 'keju', 'but', 'now', 'no', 'more']","['wkt', 'mkn', 'royal', 'dlm', 'tepung', 'ayam', 'ada', 'lalat', 'mati', 'pdhl', 'dl', 'saya', 'suka', 'skli', 'coz', 'pdas', 'and', 'keju', 'but', 'now', 'no', 'more']",1,0,positif
26,rising tv,4.0,5 tahun lalu,selalu ramai pengunjung antri tempat makannya rame terus tapi suasananya enak bisa lgsg liat surabaya dr ketinggian,selalu ramai pengunjung antri tempat makannya rame terus tapi suasananya enak bisa lgsg liat surabaya dari ketinggian,"['selalu', 'ramai', 'pengunjung', 'antri', 'tempat', 'makannya', 'rame', 'terus', 'tapi', 'suasananya', 'enak', 'bisa', 'lgsg', 'liat', 'surabaya', 'dari', 'ketinggian']","['selalu', 'ramai', 'unjung', 'antri', 'tempat', 'makan', 'rame', 'terus', 'tapi', 'suasana', 'enak', 'bisa', 'lgsg', 'liat', 'surabaya', 'dari', 'tinggi']",1,0,positif
26,heri ruswani,4.0,setahun lalu,suasana nyaman rasa makan nan hokben enak harga terjangkau,suasana nyaman rasa makan nan hokben enak harga terjangkau,"['suasana', 'nyaman', 'rasa', 'makan', 'nan', 'hokben', 'enak', 'harga', 'terjangkau']","['suasana', 'nyaman', 'rasa', 'makan', 'nan', 'hokben', 'enak', 'harga', 'jangkau']",2,0,positif
26,ahmad saiful wahyudi,4.0,6 tahun lalu,tempat fasilitas oke pelayanan memuaskan hanya untuk menu laris harus menunggu 5 menit overall recommended,tempat fasilitas oke pelayanan memuaskan hanya untuk menu laris harus menunggu 5 menit overall recommended,"['tempat', 'fasilitas', 'oke', 'pelayanan', 'memuaskan', 'hanya', 'untuk', 'menu', 'laris', 'harus', 'menunggu', '5', 'menit', 'overall', 'recommended']","['tempat', 'fasilitas', 'oke', 'layan', 'muas', 'hanya', 'untuk', 'menu', 'laris', 'harus', 'tunggu', '5', 'menit', 'overall', 'recommended']",0,0,netral
26,yehezkiel feri,1.0,setahun lalu,pelayanan buruk bangetttttt kasir evaluasi hari senin tgl 26 shif sore masalah sendok pelit bukan main hati yaaaa,pelayanan buruk bangetttttt kasir evaluasi hari senin tgl 26 shif sore masalah sendok pelit bukan main hati yaaaa,"['pelayanan', 'buruk', 'bangetttttt', 'kasir', 'evaluasi', 'hari', 'senin', 'tgl', '26', 'shif', 'sore', 'masalah', 'sendok', 'pelit', 'bukan', 'main', 'hati', 'yaaaa']","['layan', 'buruk', 'bangetttttt', 'kasir', 'evaluasi', 'hari', 'senin', 'tgl', '26', 'shif', 'sore', 'masalah', 'sendok', 'pelit', 'bukan', 'main', 'hati', 'yaaaa']",0,1,negatif
26,nay,5.0,6 tahun lalu,tiap ke royal pasti wajib kesini dulu sebelum jalan muter muter royal,tiap ke royal pasti wajib kesini dulu sebelum jalan muter muter royal,"['tiap', 'ke', 'royal', 'pasti', 'wajib', 'kesini', 'dulu', 'sebelum', 'jalan', 'muter', 'muter', 'royal']","['tiap', 'ke', 'royal', 'pasti', 'wajib', 'kesini', 'dulu', 'belum', 'jalan', 'muter', 'muter', 'royal']",0,0,netral
27,rachmat hadi,4.0,5 tahun lalu,lumayan pelayanan memuaskan sayang pas beli disana sering kehabisan ayam dada,lumayan pelayanan memuaskan sayang pas beli disana sering kehabisan ayam dada,"['lumayan', 'pelayanan', 'memuaskan', 'sayang', 'pas', 'beli', 'disana', 'sering', 'kehabisan', 'ayam', 'dada']","['lumayan', 'layan', 'muas', 'sayang', 'pas', 'beli', 'sana', 'sering', 'habis', 'ayam', 'dada']",0,0,netral
27,rozza puspita taejin,4.0,3 bulan lalu,bersih nyaman,bersih nyaman,"['bersih', 'nyaman']","['bersih', 'nyaman']",2,0,positif
27,idris hadi firmansyah,4.0,6 tahun lalu,saus kejunya juara untuk ayam gorengnya rasanya standartjauh dibandingkan pesaingnya mungkin spesialisnya pada saus pedasnya,saus kejunya juara untuk ayam gorengnya rasanya standartjauh dibandingkan pesaingnya mungkin spesialisnya pada saus pedasnya,"['saus', 'kejunya', 'juara', 'untuk', 'ayam', 'gorengnya', 'rasanya', 'standartjauh', 'dibandingkan', 'pesaingnya', 'mungkin', 'spesialisnya', 'pada', 'saus', 'pedasnya']","['saus', 'keju', 'juara', 'untuk', 'ayam', 'goreng', 'rasa', 'standartjauh', 'banding', 'saing', 'mungkin', 'spesialis', 'pada', 'saus', 'pedas']",1,0,positif
27,venna rnd,1.0,2 tahun lalu,proses pesan lama karena kasir meracik makanan kelamaan berdiri hanya untuk pemesanan,proses pesan lama karena kasir meracik makanan kelamaan berdiri hanya untuk pemesanan,"['proses', 'pesan', 'lama', 'karena', 'kasir', 'meracik', 'makanan', 'kelamaan', 'berdiri', 'hanya', 'untuk', 'pemesanan']","['proses', 'pesan', 'lama', 'karena', 'kasir', 'racik', 'makan', 'lama', 'diri', 'hanya', 'untuk', 'mesan']",0,2,negatif
27,arliza,5.0,6 tahun lalu,hanya kuat sampai level 3 itupun rasanya tenggorokan sudah sangat panass saus kejunya superr best,hanya kuat sampai level 3 itupun rasanya tenggorokan sudah sangat panass saus kejunya superr best,"['hanya', 'kuat', 'sampai', 'level', '3', 'itupun', 'rasanya', 'tenggorokan', 'sudah', 'sangat', 'panass', 'saus', 'kejunya', 'superr', 'best']","['hanya', 'kuat', 'sampai', 'level', '3', 'itu', 'rasa', 'tenggorok', 'sudah', 'sangat', 'panass', 'saus', 'keju', 'superr', 'best']",0,0,netral
27,aulya nur,4.0,6 tahun lalu,tempatnya enak dibuat kumpul ada tempat duduk sofa kalau orangnya lebih dari 4 bisa lihat pemandangan luar gedung,tempatnya enak dibuat kumpul ada tempat duduk sofa kalau orangnya lebih dari 4 bisa lihat pemandangan luar gedung,"['tempatnya', 'enak', 'dibuat', 'kumpul', 'ada', 'tempat', 'duduk', 'sofa', 'kalau', 'orangnya', 'lebih', 'dari', '4', 'bisa', 'lihat', 'pemandangan', 'luar', 'gedung']","['tempat', 'enak', 'buat', 'kumpul', 'ada', 'tempat', 'duduk', 'sofa', 'kalau', 'orang', 'lebih', 'dari', '4', 'bisa', 'lihat', 'pandang', 'luar', 'gedung']",1,0,positif
27,widhi eko prasetyo,4.0,6 tahun lalu,tempatnya enak view bagus tapi tempat cuci tangan tidak memadai keran terlalu dekat permukaan wastafel sehingga repot kali cuci tangan,tempatnya enak view bagus tapi tempat cuci tangan tidak memadai keran terlalu dekat permukaan wastafel sehingga repot kali cuci tangan,"['tempatnya', 'enak', 'view', 'bagus', 'tapi', 'tempat', 'cuci', 'tangan', 'tidak', 'memadai', 'keran', 'terlalu', 'dekat', 'permukaan', 'wastafel', 'sehingga', 'repot', 'kali', 'cuci', 'tangan']","['tempat', 'enak', 'view', 'bagus', 'tapi', 'tempat', 'cuci', 'tangan', 'tidak', 'pada', 'keran', 'terlalu', 'dekat', 'muka', 'wastafel', 'sehingga', 'repot', 'kali', 'cuci', 'tangan']",2,1,positif
27,restupriboemi 025,5.0,3 bulan lalu,terbaik,terbaik,['terbaik'],['baik'],1,0,positif
